ist	ziel	art	fundort	welle	bemerkung
profilSichtbarSatz	profileVisibilitySentence	export-funktion	src/sichtbarkeit.ts	6	VORSCHLAG: Satz→sentence; Text unter dem Sichtbarkeits-Schalter; visibility §6.1
protokoll	loadAuditLog	export-funktion	src/admin/api.ts	6	hole→load
pruefeHandleForm	validateHandleForm	export-funktion	src/handle.ts	6	ENTSCHIEDEN 2026-08-20 (Abnahme): §6.3 pruefe→validate; prueft Form UND Reservierung
relativeZeit	relativeTime	export-funktion	src/konto/kontomodell.ts	6	Zeitpunkt relativ formulieren
rolleGesperrt	roleChangeDisabled	export-funktion	src/admin/adminmodell.ts	6	VORSCHLAG: gesperrt→disabled; ob der ROLLENWECHSEL gesperrt ist (deshalb roleChange)
rueckkehrText	returnText	export-funktion	src/konto/trackermodell.ts	6	VORSCHLAG: Meldung nach der OAuth-Rueckkehr
rueckmeldungen	loadFeedback	export-funktion	src/admin/api.ts	6	hole→load
sammleKontext	collectContext	export-funktion	src/feedbackmodell.ts	6	sammle→collect
sauberePfadangabe	cleanPath	export-funktion	src/feedbackmodell.ts	6	VORSCHLAG: nur den Pfad ohne Query/Fragment melden
schreibeAppFooter	writeAppFooter	export-funktion	src/app-nav.ts	6	Fusszeile ins DOM schreiben
schreibeAppHeader	writeAppHeader	export-funktion	src/app-nav.ts	6	Kopfleiste ins DOM schreiben
setzeEinstellungen	setSettings	export-funktion	src/admin/api.ts	6	setze→set §6.3
setzeVorlageZurueck	resetTemplate	export-funktion	src/admin/api.ts	6	auf den Standard zuruecksetzen
speicherAbschnitte	storageBarSegments	export-funktion	src/konto/kontomodell.ts	6	VORSCHLAG: Balkenabschnitte aus der Aufteilung
speichereVorlage	saveTemplate	export-funktion	src/admin/api.ts	6	Vorlage speichern
speicherKnapp	storageLow	export-funktion	src/konto/kontomodell.ts	6	VORSCHLAG: Boolean-Adjektiv (§6.0); ob der Speicher knapp wird
standardTitelbild	defaultBanner	export-funktion	src/profil/titelbilder.ts	6	standard→default (§6.9); deterministisch aus dem Handle
standChipHtml	stageChipHtml	export-funktion	src/entwicklungsstand.ts	6	VORSCHLAG: Markup des Alpha-Chips
starteGalerie	startGallery	export-funktion	src/galerie/galerie.ts	6	§6.6 gallery
starteKonto	startAccount	export-funktion	src/konto/konto.ts	6	§6.2 account
starteProfil	startProfile	export-funktion	src/profil/profil.ts	6	profile §6.2; Profilseite starten
statistiken	loadStats	export-funktion	src/admin/api.ts	6	hole→load
suchmaschinenSatz	searchIndexingSentence	export-funktion	src/sichtbarkeit.ts	6	VORSCHLAG: sentence wie profileVisibilitySentence; searchIndexing §6.2
systemAus	parseOs	export-funktion	src/konto/kontomodell.ts	6	VORSCHLAG: Betriebssystem→os (etablierte Abkuerzung)
tabAusHash	tabFromHash	export-funktion	src/admin/adminmodell.ts	6	VORSCHLAG: Reiter→tab; aus dem URL-Fragment
testeVorlage	sendTestMail	export-funktion	src/admin/api.ts	6	VORSCHLAG: verb-first nach Wirkung (Testmail verschicken); Pfad /test bleibt
textTaugt	canSubmitText	export-funktion	src/feedbackmodell.ts	6	VORSCHLAG: Boolean mit can (§6.0); ob der Meldetext abschickbar ist
titelbildPfad	bannerPath	export-funktion	src/profil/titelbilder.ts	6	§6.1 banner; oeffentlicher Pfad eines Titelbilds
tourAusPfad	tourFromPath	export-funktion	src/routen.ts	6	aus→from (wie session-from-token §6.7); Tour-Kennung aus dem Pfad
tourPfad	tourPath	export-funktion	src/routen.ts	6	Pfad einer Tour (/tour/id) bauen
tourSatz	tourSentence	export-funktion	src/konto/trackermodell.ts	6	VORSCHLAG: Satz zur importierten Tour
vergesseAngemeldet	forgetSignedIn	export-funktion	src/session-hinweis.ts	6	VORSCHLAG: wie signedIn; Hinweis-Cookie loeschen
vergesseProfilCache	forgetProfileCache	export-funktion	src/session-hinweis.ts	6	VORSCHLAG: wie Trio; Profil-Cache loeschen
vermutlichAngemeldet	probablySignedIn	export-funktion	src/session-hinweis.ts	6	VORSCHLAG: probablySignedIn; ob vermutlich eine Sitzung besteht
vorschau	loadPreview	export-funktion	src/admin/api.ts	6	Mail-Vorschau anfordern; hole→load
warteliste	loadWaitlist	export-funktion	src/admin/api.ts	6	hole→load
wenAusAdresse	handleOrIdFromUrl	export-funktion	src/galerie/galeriemodell.ts	6	VORSCHLAG: liefert Handle aus dem Pfad ODER die ID aus der Query
widerrufe	revokeInvitation	export-funktion	src/admin/api.ts	6	Einladung widerrufen
zaehleEinladungen	countInvitations	export-funktion	src/admin/adminmodell.ts	6	Zaehler-Regel §6.0
zaehleProtokoll	countAuditLogErrors	export-funktion	src/admin/adminmodell.ts	6	VORSCHLAG: zaehlt laut Hinweis FEHLER, deshalb Errors im Namen
zaehleRueckmeldungen	countOpenFeedback	export-funktion	src/admin/adminmodell.ts	6	VORSCHLAG: zaehlt laut Hinweis nur OFFENE, deshalb Open im Namen
zaehleWarteliste	countWaitlist	export-funktion	src/admin/adminmodell.ts	6	Zaehler fuer den Wartelisten-Reiter
zahl	formatNumber	export-funktion	src/profil/profilmodell.ts	6	verb-first (§6.0 Regel 3): formatiere→format; Zahl fuer die Anzeige formatieren
zeichne	render	export-funktion	src/profil/profil.ts	6	VORSCHLAG: DOM-zeichnen→render (paint bleibt der Leinwand); Profilseite ins DOM zeichnen
zuHandle	toHandle	export-funktion	src/handle.ts	6	Eingabe in Handle-Form normalisieren
codeVollstaendig	codeComplete	export-konstante	src/einladungscode.ts	6	VORSCHLAG: Boolean-Adjektiv (§6.0)
EINSTIEGE	ENTRIES	export-konstante	src/routen.ts	6	VORSCHLAG: ENTRIES; Vite-Eingaenge (abgeleitet)
EXPORT_STANDARDZEILE	DATA_EXPORT_DEFAULT_LINE	export-konstante	src/konto/kontomodell.ts	6	VORSCHLAG: §6.1 dataExport, Standard→default
HANDLE_REGELN	HANDLE_PATTERN	export-konstante	src/handle.ts	6	VORSCHLAG: es ist EIN Regex, nicht mehrere Regeln
HANDLE_TEXTE	HANDLE_ERROR_TEXTS	export-konstante	src/handle.ts	6	ENTSCHIEDEN 2026-08-20 (Abnahme): Fehlertexte je Handle-Fehler; Inhalt bleibt deutsch
ICON_ENTDECKEN	ICON_DISCOVER	export-konstante	src/app-nav.ts	6	VORSCHLAG: Entdecken→discover (Produktwort der Galerie)
ICON_TOUREN	ICON_TOURS	export-konstante	src/app-nav.ts	6	SVG-Pfad des Touren-Icons
KANTE	EDGE	export-konstante	src/rechtstextgliederung.ts	6	VORSCHLAG: EDGE; Scroll-Kante der Gliederungs-Hervorhebung
MIN_LAENGE	MIN_LENGTH	export-konstante	src/passwortstaerke.ts	6	Mindestlaenge eines Passworts
NAV_DABEI_KLASSE	NAV_RETURNING_CLASS	export-konstante	src/session-hinweis.ts	6	VORSCHLAG: dabei→returning (konsistent zum Grundstock-Cookie maptale_returning); CSS-Klasse der eingeloggten Nav-Varianten
PFAD_ZU_DATEI	PATH_TO_FILE	export-konstante	src/routen.ts	6	zu→to; abgeleitete Pfad-zu-Datei-Tabelle
PROFIL_CACHE_KEY	PROFILE_CACHE_KEY	export-konstante	src/session-hinweis.ts	6	Wert wird maptale_profile_cache (Grundstock); localStorage-Schluessel des Profil-Caches
RESERVIERTE_HANDLES	RESERVED_HANDLES	export-konstante	src/handle.ts	6	§6.8 reserved_handles
ROUTEN	ROUTES	export-konstante	src/routen.ts	6	Datei wird routes.ts (§6.6); Tabelle des gesamten URL-Raums
RUECKMELDUNG_WORTE	FEEDBACK_LABELS	export-konstante	src/admin/adminmodell.ts	6	VORSCHLAG: Worte→labels (Wortlaut der Zustaende in der Oberflaeche)
SESSION_HINWEIS_COOKIE	SESSION_NOTICE_COOKIE	export-konstante	src/session-hinweis.ts	6	notice nach Dateiziel session-notice.ts (§6.6); Name des Hinweis-Cookies
STAND_PUNKTE	STAGE_POINTS	export-konstante	src/entwicklungsstand.ts	6	VORSCHLAG: die drei Punkte des Kaertchens
STAND_WORT	STAGE_WORD	export-konstante	src/entwicklungsstand.ts	6	VORSCHLAG: Datei wird release-stage.ts (§6.6); das Wort Alpha
TAB_STANDARD	DEFAULT_TAB	export-konstante	src/admin/adminmodell.ts	6	VORSCHLAG: Reiter→tab; Start-Reiter der Verwaltung
TITELBILDER	BANNERS	export-konstante	src/profil/titelbilder.ts	6	§6.1 banner; die vier mitgelieferten Titelbilder
wartelisteAngeboten	waitlistOffered	export-konstante	src/admin/adminmodell.ts	6	VORSCHLAG: angeboten→offered (Boolean-Adjektiv §6.0)
zaehleAdmins	countAdmins	export-konstante	src/admin/adminmodell.ts	6	Anzahl der Admin-Konten; Zaehler-Regel §6.0
AdminBenutzer	AdminUser	export-typ	src/admin/adminmodell.ts	6	§6.2 user; Kontozeile der Benutzerverwaltung
AdminEinladung	AdminInvitation	export-typ	src/admin/adminmodell.ts	6	§6.2 invitation
AdminRueckmeldung	AdminFeedback	export-typ	src/admin/adminmodell.ts	6	Rueckmeldungszeile der Verwaltung
AdminWartender	AdminWaitlistEntry	export-typ	src/admin/adminmodell.ts	6	VORSCHLAG: Wartender→waitlist entry
AppHeaderVariante	AppHeaderVariant	export-typ	src/app-nav.ts	6	Variante der Kopfleiste je Seite
AppNavSeite	AppNavPage	export-typ	src/app-nav.ts	6	Seite→page (wie routes/pages.ts §6.6)
Dialog	Dialog	export-typ	src/dialogschicht.ts	6	bleibt (schon englisch)
EinladungsFilter	InvitationFilter	export-typ	src/admin/adminmodell.ts	6	Filterwerte des Einladungs-Reiters
EinladungsZustand	InvitationStatus	export-typ	src/admin/adminmodell.ts	6	ENTSCHIEDEN 2026-08-20 (Abnahme): Zustands-Enum eines Dings als Status (wie RueckmeldungStatus); Zustand einer Einladung
FeedbackKontext	FeedbackContext	export-typ	src/feedbackmodell.ts	6	§6.8 kontext→context
FeedbackOptionen	FeedbackOptions	export-typ	src/feedbackformular.ts	6	Optionen des Feedback-Formulars
HandleFehler	HandleError	export-typ	src/handle.ts	6	§6.1 error als Feldname/Fehlerart
Karte	TourCard	export-typ	src/galerie/galeriemodell.ts	6	VORSCHLAG: §6.3a warnt vor blossem card; anzeigefertige Tour-Karte der Galerie
KennzahlChip	StatChip	export-typ	src/profil/profilmodell.ts	6	VORSCHLAG: wie Kennzahl→stat; Anzeige-Chip einer Kennzahl
Kennzahlen	ProfileStats	export-typ	src/profil/profilmodell.ts	6	VORSCHLAG: Kennzahl→stat (wie /api/admin/stats §6.7); server-summierte Profil-Kennzahlen
KontenFilter	AccountFilter	export-typ	src/admin/adminmodell.ts	6	§6.2 account; Filterwerte des Konten-Reiters
MailBausteine	MailParts	export-typ	src/admin/adminmodell.ts	6	VORSCHLAG: Baustein→part; Textbausteine einer System-Mail
MailPlatzhalter	MailPlaceholder	export-typ	src/admin/adminmodell.ts	6	Platzhalter einer Mail-Vorlage
MailVorlage	MailTemplate	export-typ	src/admin/adminmodell.ts	6	§6.8 mail_templates
Passwortbefund	PasswordAssessment	export-typ	src/passwortstaerke.ts	6	VORSCHLAG: §6.1 finding/importReport sind belegt; hier ist es die Bewertung
Passwortfeld	PasswordField	export-typ	src/passwortfeld.ts	6	§6.6 password-field.ts
PasswortfeldOptionen	PasswordFieldOptions	export-typ	src/passwortfeld.ts	6	§6.6 password-field.ts
ProfilAntwort	ProfileResponse	export-typ	src/profil/profilmodell.ts	6	Antwort→Response; Antwortform des Profil-Endpunkts
ProfilCacheData	CachedProfile	export-typ	src/session-hinweis.ts	6	VORSCHLAG: Data ist Fuellwort (§6.0 Regel 6); gecachte Profildaten fuer die Kopfleiste; grenzfall
ProtokollEintrag	AuditLogEntry	export-typ	src/admin/adminmodell.ts	6	§6.4 auditLog; Entry wie AudioEntry
ProtokollFilter	AuditLogFilter	export-typ	src/admin/adminmodell.ts	6	Filterwerte des Protokoll-Reiters
ProtokollStufe	AuditLogLevel	export-typ	src/admin/adminmodell.ts	6	VORSCHLAG: Stufe→level (Schweregrad; level-Verbot in §6.3a gilt nur dem Pegel)
Rolle	Role	export-typ	src/admin/adminmodell.ts	6	§6.2 role; Benutzerrolle (admin/member)
RueckmeldungFilter	FeedbackFilter	export-typ	src/admin/adminmodell.ts	6	Filterwerte des Rueckmeldungs-Reiters
RueckmeldungStatus	FeedbackStatus	export-typ	src/admin/adminmodell.ts	6	§6.4 feedback
Seite	Page	export-typ	src/routen.ts	6	VORSCHLAG: Page; Namen aller Seiten des URL-Raums
SpeicherAbschnitt	StorageBarSegment	export-typ	src/konto/kontomodell.ts	6	VORSCHLAG: Abschnitt des SPEICHERBALKENS, reine Anzeige (nicht die API-Aufteilung)
StandPunkt	StagePoint	export-typ	src/entwicklungsstand.ts	6	VORSCHLAG: Punkt im Alpha-Hinweiskaertchen
Titelbild	Banner	export-typ	src/profil/titelbilder.ts	6	Profil-Titelbild→banner (§6.1); Datei wird profile-banners.ts; mitgeliefertes Titelbild
WartelistenFilter	WaitlistFilter	export-typ	src/admin/adminmodell.ts	6	Filterwerte des Wartelisten-Reiters
WartelistenZustand	WaitlistStatus	export-typ	src/admin/adminmodell.ts	6	ENTSCHIEDEN 2026-08-20 (Abnahme): Status fuer Zustands-Enum; nicht WaitlistState (das ist der API-Stand aus api.ts)
einblenden	fadeIn	keyframes	public/404.html	6	VORSCHLAG: ; 404 liegt ausserhalb des Builds, von Hand nachziehen; 404-Seite
sbSpielen	scenePlay	keyframes	index.html	6	VORSCHLAG: sb = Szenenbild, Teil A setzt sb- zu scene-; Szenenbild (Landing-Hero bzw. Login-Szene)
sbZeichnen	sceneDraw	keyframes	index.html	6	VORSCHLAG: s. sbSpielen; Szenenbild (Landing-Hero bzw. Login-Szene)
setzen	drop	keyframes	public/404.html	6	VORSCHLAG: Pin wird gesetzt, wie buePinSetzen; 404 liegt ausserhalb des Builds, von Hand nachziehen; 404-Seite; wächter: remote.test.ts+wetterhimmel.test.ts
skelett	skeleton	keyframes	admin.html	6	VORSCHLAG: wie Teil A skelett zu skeleton; Verwaltung
tcZeichnen	tourCardDraw	keyframes	index.html	6	VORSCHLAG: tc = Tour-Karte der Landing, s. Klasse tc-spur; Tour-Karten der Landing
zeichnen	draw	keyframes	public/404.html	6	VORSCHLAG: Routenzug der 404-Szene zeichnet sich; 404 liegt ausserhalb des Builds, von Hand nachziehen; 404-Seite; wächter: studio-tonklip.test.ts
anmelden	login	objekt-schluessel	src/routen.ts	6	VORSCHLAG: login (wie /api/auth/login); Schluessel ist Code, der Pfad /anmelden bleibt Produkttext (§3.4)
datenschutz	privacy	objekt-schluessel	src/routen.ts	6	VORSCHLAG: privacy; Pfad bleibt
form	format	objekt-schluessel	src/handle.ts	6	VORSCHLAG: Form (erlaubte Zeichen)→format; grenzfall
galerie	gallery	objekt-schluessel	src/routen.ts	6	§6.7 gallery; Pfad /galerie bleibt
impressum	imprint	objekt-schluessel	src/routen.ts	6	VORSCHLAG: imprint (alternativ legalNotice); Pfad bleibt
konto	account	objekt-schluessel	src/routen.ts	6	§6.2 account; Pfad /konto bleibt
kurz	tooShort	objekt-schluessel	src/handle.ts	6	VORSCHLAG: meint zu kurz, nicht kurz
leer	empty	objekt-schluessel	src/handle.ts	6	VORSCHLAG: Schluessel in HANDLE_ERROR_TEXTS
profil	profile	objekt-schluessel	src/routen.ts	6	§6.2 profile; grenzfall: Pfad /profil bleibt Produkttext
registrieren	register	objekt-schluessel	src/routen.ts	6	wie /api/auth/register; Pfad /registrieren bleibt
reserviert	reserved	objekt-schluessel	src/handle.ts	6	VORSCHLAG: §6.8 reserved_handles
vergeben	taken	objekt-schluessel	src/handle.ts	6	VORSCHLAG: vergeben→taken
verwaltung	admin	objekt-schluessel	src/routen.ts	6	VORSCHLAG: admin (Seite admin.html, Rolle admin §6.2)
src/galerie/	src/gallery/	ordner	Importpfade der Galerie-Module	6	VORSCHLAG; bekannte Lücke
src/konto/	src/account/	ordner	Importpfade aller Konto-Module	6	VORSCHLAG; bekannte Lücke aus §6.6
src/profil/	src/profile/	ordner	Importpfade aller Profil-Module	6	VORSCHLAG; bekannte Lücke
maptale_profil_cache	maptale_profile_cache	storage-schluessel	localStorage; src/session-hinweis.ts (PROFIL_CACHE_KEY)	6	VORSCHLAG
maptale_profil_cache	maptale_profile_cache	storage-schluessel	src/session-hinweis.ts	6	Grundstock; localStorage: gecachte Profildaten fuer die Kopfleiste
Bewegungsart	ActivityKind	bezeichner	android	7	§6.5; Werte ON_FOOT/CYCLING/VEHICLE; nicht persistiert
Ruhe	Idle	bezeichner	android (UI-Zustände)	7	§6.5; auch Lädt→Loading, Fertig→Complete
starteAufnahme	startRecording	bezeichner	android	7	§6.5; auch beendeAufnahme→finishRecording
fotos_automatisch	auto_photos	datastore-schluessel	android/app/src/main/java/app/maptale/upload/Einstellungen.kt	7	Grundstock/§6.5; bewusster Schlüsselwechsel (§3.2), Einwilligung fällt einmalig auf die Vorgabe.
android/…/daten/LuhamboDb.kt	MaptaleDb.kt	datei	android/app/src/main/java/app/maptale/daten/LuhamboDb.kt	7	§6.6; Room v4 + Zusage-Kommentar zurück nach Welle 7 (§4.4)
AnmeldungScreen.kt	LoginScreen.kt	datei	android/app/src/main/java/app/maptale/ui/AnmeldungScreen.kt	7	Anmeldung→login wie /api/auth/login (§6.7).
AufzeichnungScreen.kt	RecordingScreen.kt	datei	android/app/src/main/java/app/maptale/ui/AufzeichnungScreen.kt	7	§6.5 wörtlich.
AufzeichnungsService.kt	RecordingService.kt	datei	android/app/src/main/java/app/maptale/aufzeichnung/AufzeichnungsService.kt	7	§6.5; Foreground-Service der GPS-Aufnahme; AndroidManifest-Eintrag im selben Commit.
AufzeichnungsZustand.kt	RecordingState.kt	datei	android/app/src/main/java/app/maptale/aufzeichnung/AufzeichnungsZustand.kt	7	VORSCHLAG: Zustand→State; Prozess-Singleton mit dem Live-Zustand der laufenden Aufnahme.
Bausteine.kt	Components.kt	datei	android/app/src/main/java/app/maptale/ui/Bausteine.kt	7	VORSCHLAG: geteilte Compose-Bausteine; Components ist der Compose-übliche Sammelname.
Bewegungsdeutung.kt	ActivityInterpretation.kt	datei	android/app/src/main/java/app/maptale/aufzeichnung/Bewegungsdeutung.kt	7	VORSCHLAG: Deutung→interpretation; glättet Activity-Recognition-Meldungen zu Abschnitten.
BewegungsdeutungTest.kt	ActivityInterpretationTest.kt	datei	android/app/src/test/java/app/maptale/aufzeichnung/BewegungsdeutungTest.kt	7	folgt der Klasse.
Bewegungserkennung.kt	ActivityRecognizer.kt	datei	android/app/src/main/java/app/maptale/aufzeichnung/Bewegungserkennung.kt	7	VORSCHLAG: nicht ActivityRecognition, das kollidiert mit der hier importierten GMS-Klasse com.google.android.gms.location.ActivityRecognition.
Bildskalierung.kt	ImageScaling.kt	datei	android/app/src/main/java/app/maptale/ui/Bildskalierung.kt	7	Bild→image; Avatar auf Kantenlänge skalieren.
BildskalierungTest.kt	ImageScalingTest.kt	datei	android/app/src/test/java/app/maptale/ui/BildskalierungTest.kt	7	folgt dem Modul.
EditsFortschreibung.kt	EditsPatch.kt	datei	android/app/src/main/java/app/maptale/upload/EditsFortschreibung.kt	7	VORSCHLAG: Fortschreibung→patch (schreibt einzelne Schlüssel ins rohe Overlay fort; patch ist im Repo etabliert, MediaEditPatch).
EditsFortschreibungTest.kt	EditsPatchTest.kt	datei	android/app/src/test/java/app/maptale/upload/EditsFortschreibungTest.kt	7	folgt dem Modul.
Einstellungen.kt	Settings.kt	datei	android/app/src/main/java/app/maptale/upload/Einstellungen.kt	7	Einstellung→setting (§6.4); DataStore-NAME bleibt (eigene Zeile).
Fotoaufbereitung.kt	PhotoPreparation.kt	datei	android/app/src/main/java/app/maptale/kamera/Fotoaufbereitung.kt	7	VORSCHLAG: Aufbereitung→preparation; skaliert/dreht Kamerafotos vor dem Upload.
FotoaufbereitungTest.kt	PhotoPreparationTest.kt	datei	android/app/src/test/java/app/maptale/kamera/FotoaufbereitungTest.kt	7	folgt dem Modul.
Fotofenster.kt	PhotoWindow.kt	datei	android/app/src/main/java/app/maptale/galerie/Fotofenster.kt	7	VORSCHLAG: Fenster→window (Galerie-Zeitfenster); rein rechnend, getestet.
FotofensterTest.kt	PhotoWindowTest.kt	datei	android/app/src/test/java/app/maptale/galerie/FotofensterTest.kt	7	folgt dem Modul.
Fotonachzug.kt	PhotoBackfill.kt	datei	android/app/src/main/java/app/maptale/galerie/Fotonachzug.kt	7	Nachzug→backfill wie der Worker-Name im Grundstock; Weg der Galeriebilder zum Server.
FotoNachzugWorker.kt	PhotoBackfillWorker.kt	datei	android/app/src/main/java/app/maptale/galerie/FotoNachzugWorker.kt	7	Nachzug→backfill (Grundstock photo-backfill-$tourId); Cancel+Neueinreihen beim ersten Start (§4.4).
FotoVollansicht.kt	MediumFullscreen.kt	datei	android/app/src/main/java/app/maptale/ui/FotoVollansicht.kt	7	VORSCHLAG: zeigt Foto ODER Video, also medium (§6.1); Vollbild→fullscreen (§6.3a).
Galerie.kt	Gallery.kt	datei	android/app/src/main/java/app/maptale/galerie/Galerie.kt	7	MediaStore-Abfrage im Zeitfenster einer Tour.
ImportLogik.kt	ImportLogic.kt	datei	android/app/src/main/java/app/maptale/importieren/ImportLogik.kt	7	VORSCHLAG: Logik ist grenzwertiges Füllwort (§6.0 Regel 6); Inhalt sind MIME-, Endungs- und ID-Hilfen.
Importmeldung.kt	ImportNotification.kt	datei	android/app/src/main/java/app/maptale/tracker/Importmeldung.kt	7	VORSCHLAG: Meldung ist hier die Android-Notification.
KameraScreen.kt	CameraScreen.kt	datei	android/app/src/main/java/app/maptale/kamera/KameraScreen.kt	7	Screen-Muster §6.5; CameraX-Aufnahmebildschirm.
